@relation elec

@attribute nsdemand real
@attribute vicprice real
@attribute vicdemand real
@attribute transfer real
@attribute class {0,1}

@data
5051.0,400.0,3853.0,961.0,1
5100.0,400.0,3838.0,961.0,1
5195.0,400.0,3831.0,961.0,1
5505.0,400.0,3890.0,961.0,1
5798.0,400.0,3900.0,961.0,1
6056.0,573.0,3941.0,1111.0,1
6375.0,487.0,4089.0,1111.0,1
6601.0,404.0,4146.0,1011.0,1
6700.0,680.0,4229.0,1106.0,1
6732.0,409.0,4242.0,1011.0,1
6709.0,546.0,4275.0,1011.0,1
6658.0,502.0,4311.0,911.0,1
6680.0,405.0,4298.0,911.0,1
6589.0,413.0,4313.0,861.0,1
6512.0,405.0,4264.0,861.0,1
6382.0,405.0,4237.0,861.0,1
6288.0,404.0,4190.0,861.0,1
6208.0,405.0,4196.0,911.0,1
6194.0,403.0,4154.0,911.0,1
6204.0,404.0,4177.0,911.0,1
6202.0,403.0,4185.0,811.0,1
6216.0,404.0,4210.0,811.0,1
6188.0,893.0,4267.0,1011.0,1
6230.0,947.0,4357.0,1011.0,1
6319.0,446.0,4372.0,861.0,0
6328.0,413.0,4313.0,911.0,1
6275.0,409.0,4287.0,911.0,1
6206.0,405.0,4220.0,1011.0,1
6316.0,413.0,4252.0,1011.0,1
6457.0,404.0,4279.0,811.0,0
6313.0,405.0,4307.0,811.0,0
6101.0,404.0,4259.0,811.0,1
6283.0,404.0,4188.0,811.0,0
6277.0,404.0,4119.0,811.0,0
6314.0,515.0,4112.0,811.0,0
6157.0,404.0,4114.0,811.0,0
5997.0,850.0,4379.0,756.0,0
5728.0,403.0,4391.0,811.0,1
5608.0,404.0,4304.0,861.0,1
5357.0,403.0,4215.0,861.0,1
5146.0,403.0,4422.0,711.0,1
4967.0,403.0,4348.0,711.0,1
4831.0,403.0,4164.0,811.0,1
4725.0,401.0,4018.0,811.0,1
4689.0,404.0,3953.0,1111.0,1
4700.0,402.0,3913.0,1111.0,1
4734.0,404.0,3873.0,1111.0,1
4814.0,403.0,3871.0,1111.0,1
4910.0,404.0,3905.0,1111.0,1
5031.0,403.0,3909.0,1111.0,1
5104.0,403.0,3956.0,1111.0,1
5399.0,403.0,4006.0,1111.0,1
5668.0,402.0,3957.0,1111.0,1
5929.0,403.0,3988.0,1011.0,0
6298.0,402.0,4063.0,911.0,0
6506.0,405.0,4130.0,911.0,0
6551.0,405.0,4207.0,911.0,0
6493.0,405.0,4238.0,911.0,0
6465.0,405.0,4225.0,911.0,0
6458.0,405.0,4267.0,1011.0,0
6439.0,616.0,4333.0,1111.0,0
6430.0,685.0,4312.0,1111.0,0
6390.0,918.0,4272.0,1061.0,0
6364.0,850.0,4221.0,961.0,0
6357.0,717.0,4207.0,961.0,0
6315.0,857.0,4187.0,961.0,0
6322.0,750.0,4162.0,961.0,0
6361.0,627.0,4202.0,961.0,0
6389.0,734.0,4215.0,961.0,0
6458.0,706.0,4283.0,894.0,0
6509.0,839.0,4329.0,882.0,0
6599.0,838.0,4389.0,911.0,0
6609.0,501.0,4369.0,881.0,0
6560.0,437.0,4304.0,881.0,0
6474.0,409.0,4210.0,911.0,0
6461.0,409.0,4182.0,861.0,0
6528.0,405.0,4155.0,811.0,0
6699.0,405.0,4240.0,781.0,0
6620.0,627.0,4304.0,771.0,0
6458.0,405.0,4283.0,811.0,0
6633.0,1071.0,4195.0,919.0,0
6623.0,738.0,4090.0,861.0,0
6731.0,1171.0,4068.0,869.0,0
6682.0,1222.0,4061.0,869.0,0
6601.0,1145.0,4423.0,769.0,0
6375.0,1073.0,4454.0,819.0,0
6163.0,752.0,4386.0,761.0,0
5900.0,613.0,4313.0,791.0,1
5594.0,859.0,4521.0,646.0,0
5384.0,913.0,4471.0,737.0,1
5174.0,854.0,4295.0,861.0,1
5093.0,847.0,4194.0,911.0,1
5078.0,785.0,4102.0,961.0,1
5124.0,806.0,4085.0,1010.0,1
5278.0,849.0,4120.0,944.0,1
5542.0,863.0,4197.0,934.0,1
6000.0,1180.0,4390.0,787.0,0
6392.0,1090.0,4593.0,707.0,0
6574.0,969.0,4926.0,443.0,1
6977.0,906.0,5170.0,324.0,1
7251.0,892.0,5131.0,376.0,1
7537.0,880.0,5199.0,399.0,1
7956.0,915.0,5258.0,450.0,1
8119.0,919.0,5271.0,370.0,1
8141.0,933.0,5269.0,294.0,1
8139.0,948.0,5356.0,235.0,1
8212.0,962.0,5372.0,182.0,1
8213.0,964.0,5429.0,166.0,1
8236.0,965.0,5413.0,190.0,1
8240.0,941.0,5457.0,176.0,1
8246.0,929.0,5516.0,174.0,1
8272.0,962.0,5568.0,62.0,1
8292.0,943.0,5608.0,68.0,1
8261.0,912.0,5626.0,121.0,1
8305.0,936.0,5623.0,159.0,1
8323.0,958.0,5660.0,117.0,1
8286.0,934.0,5693.0,131.0,1
8309.0,1027.0,5723.0,131.0,0
8227.0,939.0,5701.0,105.0,1
8087.0,977.0,5638.0,173.0,1
7884.0,1302.0,5436.0,189.0,0
7689.0,975.0,5207.0,390.0,1
7468.0,924.0,5050.0,512.0,1
7326.0,912.0,4889.0,576.0,1
7345.0,912.0,4841.0,750.0,1
7504.0,934.0,4923.0,594.0,1
7327.0,915.0,4968.0,493.0,1
7060.0,904.0,4892.0,626.0,1
7187.0,909.0,4774.0,709.0,1
7186.0,890.0,4646.0,873.0,1
7256.0,935.0,4611.0,851.0,1
7218.0,919.0,4579.0,812.0,1
7138.0,1117.0,4889.0,561.0,0
6928.0,962.0,4846.0,709.0,0
6616.0,901.0,4734.0,689.0,1
6284.0,889.0,4606.0,649.0,1
5954.0,940.0,4808.0,448.0,1
5671.0,891.0,4691.0,589.0,1
5472.0,546.0,4530.0,611.0,1
5353.0,722.0,4387.0,861.0,1
5301.0,714.0,4319.0,1000.0,1
5327.0,703.0,4292.0,954.0,1
5525.0,840.0,4377.0,933.0,1
5757.0,890.0,4429.0,890.0,1
6257.0,1148.0,4623.0,726.0,0
6743.0,1237.0,4831.0,501.0,0
6926.0,1161.0,5176.0,116.0,0
7384.0,913.0,5416.0,159.0,1
7630.0,903.0,5290.0,315.0,1
7830.0,888.0,5287.0,436.0,1
8203.0,998.0,5340.0,438.0,0
8398.0,918.0,5338.0,461.0,1
8471.0,967.0,5365.0,361.0,0
8496.0,1058.0,5379.0,409.0,0
8558.0,1044.0,5418.0,376.0,0
8656.0,1337.0,5423.0,285.0,0
8703.0,1160.0,5403.0,345.0,0
8805.0,1157.0,5371.0,380.0,0
8945.0,1287.0,5405.0,340.0,0
8990.0,1318.0,5417.0,298.0,0
9032.0,1362.0,5447.0,313.0,0
9033.0,4123.0,5450.0,511.0,0
9012.0,2258.0,5394.0,528.0,0
9132.0,4877.0,5387.0,567.0,0
9174.0,1995.0,5386.0,508.0,0
9169.0,1314.0,5384.0,586.0,0
9080.0,1397.0,5372.0,502.0,0
9019.0,1737.0,5314.0,494.0,0
8747.0,3162.0,5271.0,694.0,0
8591.0,1788.0,4979.0,680.0,0
8310.0,1268.0,4814.0,710.0,1
8144.0,1206.0,4740.0,672.0,1
8180.0,1188.0,4721.0,760.0,1
8204.0,1383.0,4802.0,682.0,0
7974.0,1255.0,4818.0,660.0,1
7680.0,1131.0,4709.0,670.0,1
7721.0,1304.0,4597.0,734.0,0
7608.0,1085.0,4468.0,748.0,1
7589.0,1130.0,4421.0,860.0,1
7471.0,968.0,4417.0,998.0,1
7348.0,1279.0,4764.0,627.0,1
7004.0,1032.0,4765.0,721.0,1
6758.0,913.0,4650.0,685.0,1
6352.0,892.0,4549.0,739.0,1
5984.0,902.0,4752.0,524.0,1
5742.0,826.0,4661.0,621.0,1
5518.0,469.0,4485.0,611.0,1
5430.0,607.0,4365.0,871.0,1
5394.0,720.0,4309.0,1051.0,1
5417.0,722.0,4314.0,1051.0,1
5577.0,806.0,4352.0,1009.0,1
5811.0,864.0,4414.0,922.0,1
6264.0,887.0,4633.0,777.0,1
6809.0,898.0,4849.0,743.0,1
6995.0,920.0,5220.0,468.0,1
7381.0,860.0,5463.0,520.0,1
7630.0,837.0,5331.0,760.0,1
7840.0,819.0,5290.0,867.0,1
8246.0,825.0,5353.0,772.0,1
8382.0,768.0,5365.0,917.0,1
8368.0,791.0,5361.0,848.0,1
8342.0,783.0,5360.0,857.0,1
8388.0,794.0,5370.0,856.0,1
8389.0,819.0,5384.0,872.0,1
8431.0,822.0,5370.0,707.0,1
8460.0,811.0,5393.0,739.0,1
8497.0,809.0,5418.0,784.0,1
8551.0,808.0,5464.0,711.0,1
8595.0,840.0,5480.0,693.0,1
8596.0,853.0,5480.0,737.0,1
8585.0,851.0,5420.0,804.0,1
8624.0,850.0,5435.0,775.0,1
8648.0,853.0,5445.0,782.0,1
8675.0,853.0,5452.0,744.0,1
8512.0,861.0,5445.0,708.0,1
8445.0,864.0,5436.0,662.0,1
8197.0,983.0,5290.0,618.0,1
7972.0,722.0,5130.0,661.0,1
7764.0,473.0,4935.0,671.0,1
7586.0,405.0,4824.0,746.0,1
7630.0,405.0,4802.0,826.0,1
7744.0,405.0,4876.0,776.0,1
7512.0,405.0,4935.0,736.0,1
7192.0,405.0,4837.0,756.0,1
7337.0,405.0,4694.0,756.0,1
7358.0,404.0,4536.0,806.0,1
7382.0,488.0,4469.0,786.0,0
7276.0,488.0,4435.0,816.0,0
7143.0,745.0,4815.0,726.0,0
6891.0,409.0,4818.0,726.0,0
6623.0,409.0,4712.0,776.0,1
6230.0,405.0,4576.0,776.0,1
5873.0,405.0,4794.0,626.0,1
5654.0,405.0,4698.0,646.0,1
5476.0,405.0,4533.0,776.0,1
5384.0,496.0,4417.0,1026.0,1
5369.0,405.0,4330.0,1026.0,1
5412.0,405.0,4339.0,1026.0,1
5598.0,405.0,4374.0,1025.0,1
5821.0,418.0,4461.0,1025.0,1
6313.0,769.0,4672.0,1004.0,0
6821.0,1051.0,4879.0,817.0,0
7073.0,1014.0,5244.0,463.0,0
7521.0,904.0,5469.0,436.0,0
7762.0,878.0,5335.0,621.0,0
7988.0,853.0,5331.0,653.0,0
8387.0,885.0,5406.0,610.0,0
8547.0,884.0,5439.0,562.0,0
8554.0,870.0,5480.0,527.0,0
8575.0,877.0,5513.0,472.0,0
8599.0,879.0,5526.0,477.0,0
8753.0,903.0,5553.0,550.0,0
8795.0,900.0,5505.0,552.0,0
8848.0,888.0,5520.0,524.0,0
8892.0,900.0,5507.0,526.0,0
8898.0,900.0,5500.0,499.0,0
8796.0,888.0,5512.0,489.0,0
8874.0,879.0,5504.0,494.0,0
8841.0,902.0,5463.0,449.0,0
8923.0,1035.0,5455.0,473.0,0
8993.0,945.0,5454.0,591.0,0
9008.0,944.0,5453.0,517.0,0
8872.0,892.0,5404.0,460.0,0
8675.0,1122.0,5373.0,621.0,0
8322.0,1700.0,5226.0,507.0,0
8127.0,1157.0,5080.0,652.0,0
7836.0,1037.0,4915.0,778.0,0
7704.0,901.0,4824.0,671.0,1
7794.0,909.0,4742.0,861.0,1
7849.0,1060.0,4834.0,787.0,0
7635.0,903.0,4802.0,674.0,1
7381.0,870.0,4737.0,723.0,1
7532.0,930.0,4602.0,984.0,0
7519.0,856.0,4476.0,810.0,0
7491.0,946.0,4445.0,929.0,0
7412.0,882.0,4432.0,860.0,0
7157.0,959.0,4765.0,733.0,0
6966.0,917.0,4750.0,752.0,1
6665.0,852.0,4659.0,810.0,1
6252.0,785.0,4530.0,810.0,1
5892.0,840.0,4748.0,803.0,1
5653.0,777.0,4619.0,710.0,1
5384.0,612.0,4402.0,760.0,1
5289.0,608.0,4266.0,810.0,1
5308.0,405.0,4144.0,735.0,1
5277.0,405.0,4118.0,775.0,1
5356.0,438.0,4121.0,975.0,1
5436.0,405.0,4162.0,1025.0,1
5586.0,405.0,4226.0,1025.0,1
5725.0,405.0,4212.0,975.0,1
5968.0,571.0,4319.0,875.0,1
6342.0,737.0,4447.0,862.0,1
6678.0,820.0,4442.0,862.0,1
6953.0,840.0,4534.0,904.0,0
7308.0,923.0,4672.0,1009.0,0
7393.0,903.0,4748.0,997.0,1
7466.0,931.0,4809.0,996.0,0
7468.0,903.0,4826.0,957.0,0
7473.0,962.0,4845.0,937.0,0
7469.0,1001.0,4839.0,917.0,0
7420.0,962.0,4858.0,929.0,0
7420.0,1010.0,4861.0,922.0,0
7357.0,996.0,4855.0,957.0,0
7327.0,918.0,4839.0,997.0,1
7269.0,911.0,4823.0,974.0,1
7213.0,903.0,4811.0,972.0,1
7174.0,911.0,4823.0,977.0,1
7166.0,903.0,4834.0,996.0,1
7179.0,887.0,4855.0,988.0,1
7245.0,941.0,4882.0,957.0,0
7100.0,840.0,4890.0,831.0,1
7229.0,979.0,4915.0,858.0,0
7212.0,903.0,4908.0,840.0,1
7170.0,981.0,4832.0,909.0,0
7086.0,981.0,4739.0,897.0,0
6964.0,903.0,4672.0,997.0,0
7056.0,1001.0,4612.0,1009.0,0
7093.0,1020.0,4681.0,1009.0,0
6991.0,1126.0,4733.0,959.0,0
6802.0,1257.0,4696.0,959.0,0
6914.0,1443.0,4549.0,1117.0,0
6804.0,991.0,4477.0,1147.0,0
6793.0,1048.0,4471.0,1072.0,0
6597.0,962.0,4439.0,896.0,0
6458.0,673.0,4685.0,825.0,1
6103.0,413.0,4643.0,825.0,1
5923.0,413.0,4526.0,875.0,1
5689.0,448.0,4412.0,975.0,1
5435.0,408.0,4628.0,815.0,1
5254.0,405.0,4469.0,815.0,1
5081.0,403.0,4324.0,850.0,1
5015.0,403.0,4180.0,984.0,1
4986.0,404.0,4092.0,1075.0,1
4937.0,403.0,4025.0,1075.0,1
4983.0,403.0,4005.0,1075.0,1
5039.0,404.0,3985.0,1075.0,1
5135.0,403.0,3976.0,1075.0,1
5156.0,403.0,3950.0,1075.0,1
5336.0,468.0,3944.0,1061.0,1
5606.0,599.0,4020.0,1011.0,1
5900.0,796.0,4028.0,751.0,1
6189.0,796.0,4071.0,771.0,1
6593.0,796.0,4182.0,771.0,1
6789.0,914.0,4265.0,872.0,0
6903.0,851.0,4365.0,946.0,1
7002.0,905.0,4445.0,928.0,0
7140.0,1039.0,4531.0,897.0,0
7224.0,1066.0,4576.0,959.0,0
7269.0,1066.0,4651.0,1009.0,0
7355.0,1117.0,4687.0,959.0,0
7364.0,1194.0,4737.0,959.0,0
7368.0,1328.0,4767.0,983.0,0
7359.0,1599.0,4817.0,995.0,0
7320.0,1483.0,4875.0,995.0,0
7308.0,1554.0,4928.0,995.0,0
7346.0,1416.0,5000.0,965.0,0
7270.0,1368.0,5073.0,933.0,0
7252.0,1186.0,5165.0,806.0,0
7208.0,1149.0,5236.0,777.0,0
7246.0,1141.0,5299.0,718.0,0
7309.0,1248.0,5341.0,693.0,0
7320.0,1110.0,5309.0,729.0,0
7306.0,1011.0,5275.0,767.0,1
7173.0,989.0,5195.0,756.0,1
7308.0,1026.0,5190.0,787.0,0
7472.0,1088.0,5234.0,689.0,0
7377.0,1176.0,5282.0,726.0,0
7085.0,1129.0,5184.0,855.0,0
7112.0,1108.0,5047.0,1009.0,0
6938.0,1012.0,4823.0,962.0,0
6823.0,734.0,4706.0,910.0,1
6620.0,655.0,4634.0,960.0,1
6472.0,719.0,4869.0,910.0,1
6181.0,608.0,4854.0,875.0,1
6073.0,405.0,4674.0,775.0,1
5860.0,404.0,4559.0,775.0,1
5620.0,405.0,4791.0,625.0,1
5471.0,405.0,4670.0,725.0,1
5361.0,402.0,4489.0,725.0,1
5328.0,403.0,4381.0,775.0,1
5325.0,408.0,4334.0,925.0,1
5391.0,405.0,4351.0,925.0,1
5578.0,906.0,4437.0,804.0,0
5851.0,408.0,4532.0,775.0,0
6344.0,849.0,4802.0,817.0,0
6904.0,796.0,5059.0,710.0,0
7147.0,660.0,5487.0,489.0,1
7630.0,876.0,5850.0,249.0,1
7967.0,870.0,5833.0,388.0,1
8195.0,867.0,5973.0,284.0,1
8607.0,1106.0,6149.0,93.0,0
8744.0,1023.0,6187.0,50.0,1
8770.0,900.0,6300.0,36.0,1
8828.0,1698.0,6380.0,-50.0,0
8922.0,1524.0,6441.0,-169.0,0
8996.0,1321.0,6421.0,-79.0,0
9058.0,1375.0,6352.0,39.0,0
9146.0,1782.0,6369.0,96.0,0
9250.0,1903.0,6406.0,69.0,0
9293.0,1949.0,6552.0,34.0,0
9330.0,3388.0,6605.0,-102.0,0
9336.0,2981.0,6618.0,-74.0,0
9298.0,1641.0,6397.0,-70.0,0
9339.0,1705.0,6409.0,-76.0,0
9387.0,2902.0,6452.0,87.0,0
9435.0,2437.0,6389.0,186.0,0
9251.0,2053.0,6328.0,67.0,0
9110.0,1614.0,6214.0,49.0,0
8794.0,954.0,5952.0,261.0,1
8553.0,861.0,5674.0,581.0,1
8268.0,860.0,5412.0,825.0,1
8079.0,805.0,5247.0,1092.0,1
8192.0,796.0,5126.0,1042.0,1
8238.0,796.0,5176.0,992.0,1
7958.0,796.0,5185.0,942.0,1
7604.0,796.0,5079.0,797.0,1
7712.0,796.0,4886.0,984.0,1
7635.0,796.0,4737.0,942.0,1
7592.0,796.0,4614.0,1021.0,1
7467.0,666.0,4561.0,860.0,1
7355.0,808.0,4863.0,938.0,1
7069.0,812.0,4880.0,938.0,1
6817.0,822.0,4765.0,958.0,1
6447.0,671.0,4626.0,910.0,1
6103.0,796.0,4844.0,718.0,1
5907.0,796.0,4731.0,718.0,1
5689.0,520.0,4483.0,875.0,1
5630.0,407.0,4365.0,975.0,1
5587.0,405.0,4285.0,975.0,1
5651.0,405.0,4294.0,975.0,1
5858.0,405.0,4360.0,975.0,1
6098.0,622.0,4483.0,998.0,0
6639.0,957.0,4717.0,1017.0,0
7138.0,1114.0,4969.0,810.0,0
7362.0,777.0,5321.0,702.0,1
7873.0,855.0,5606.0,557.0,1
8143.0,847.0,5469.0,805.0,1
8440.0,844.0,5495.0,913.0,1
8844.0,1035.0,5544.0,738.0,1
9079.0,865.0,5558.0,708.0,1
9175.0,871.0,5586.0,785.0,1
9257.0,3288.0,5654.0,823.0,0
9379.0,2243.0,5691.0,744.0,0
9521.0,1768.0,5708.0,688.0,0
9569.0,1706.0,5693.0,661.0,0
9633.0,7332.0,5718.0,797.0,0
9705.0,1858.0,5740.0,622.0,0
9693.0,1699.0,5775.0,602.0,0
9737.0,1740.0,5776.0,607.0,0
9715.0,1469.0,5758.0,543.0,0
9723.0,1383.0,5742.0,548.0,1
9732.0,1504.0,5750.0,474.0,0
9760.0,1932.0,5770.0,539.0,0
9743.0,1817.0,5794.0,530.0,0
9556.0,1285.0,5753.0,411.0,1
9373.0,1096.0,5678.0,576.0,1
9027.0,887.0,5488.0,800.0,1
8812.0,836.0,5277.0,1112.0,1
8559.0,810.0,5120.0,1171.0,1
8338.0,796.0,4953.0,1142.0,1
8349.0,796.0,4921.0,1142.0,1
8314.0,796.0,4999.0,1092.0,1
8067.0,796.0,5040.0,984.0,1
7720.0,796.0,4951.0,843.0,1
7801.0,796.0,4767.0,1084.0,1
7726.0,796.0,4618.0,993.0,1
7706.0,796.0,4575.0,1122.0,1
7592.0,796.0,4549.0,1167.0,1
7384.0,948.0,4867.0,938.0,0
7093.0,796.0,4851.0,938.0,1
6828.0,796.0,4759.0,858.0,1
6455.0,796.0,4630.0,925.0,1
6118.0,796.0,4831.0,806.0,1
5874.0,666.0,4721.0,776.0,1
5698.0,665.0,4569.0,1060.0,1
5611.0,405.0,4442.0,1075.0,1
5590.0,405.0,4387.0,1075.0,1
5633.0,405.0,4385.0,1075.0,1
5814.0,524.0,4424.0,1110.0,1
6071.0,488.0,4530.0,1110.0,1
6597.0,976.0,4730.0,1122.0,1
7127.0,1251.0,4950.0,892.0,0
7389.0,1017.0,5289.0,693.0,1
7803.0,873.0,5541.0,608.0,1
8024.0,855.0,5408.0,794.0,1
8183.0,806.0,5422.0,652.0,1
8631.0,804.0,5495.0,841.0,1
8774.0,809.0,5522.0,850.0,1
8722.0,837.0,5553.0,884.0,1
8789.0,853.0,5612.0,838.0,1
8924.0,835.0,5650.0,878.0,1
9008.0,838.0,5707.0,849.0,1
9048.0,867.0,5704.0,764.0,1
9158.0,1377.0,5733.0,602.0,0
9285.0,1873.0,5789.0,658.0,0
9332.0,1800.0,5847.0,541.0,0
9350.0,11281.0,5899.0,491.0,0
9352.0,1743.0,5934.0,437.0,0
9395.0,1908.0,5933.0,377.0,0
9460.0,2561.0,5987.0,458.0,0
9517.0,5589.0,6016.0,456.0,0
9538.0,1886.0,6047.0,281.0,0
9344.0,1726.0,6054.0,295.0,0
9152.0,1777.0,5978.0,335.0,0
8830.0,961.0,5789.0,517.0,1
8616.0,806.0,5588.0,335.0,1
8373.0,865.0,5411.0,955.0,1
8279.0,925.0,5285.0,981.0,1
8295.0,868.0,5186.0,1014.0,1
8116.0,879.0,5239.0,896.0,1
7703.0,895.0,5277.0,836.0,1
7422.0,951.0,5160.0,886.0,1
7498.0,892.0,4976.0,925.0,1
7462.0,806.0,4788.0,952.0,1
7467.0,806.0,4692.0,1051.0,1
7336.0,806.0,4651.0,1151.0,1
7205.0,861.0,4965.0,967.0,1
6968.0,849.0,4933.0,943.0,1
6682.0,806.0,4816.0,992.0,1
6356.0,539.0,4682.0,975.0,1
5976.0,680.0,4919.0,805.0,1
5796.0,418.0,4795.0,815.0,1
5591.0,405.0,4604.0,875.0,1
5525.0,405.0,4466.0,1075.0,1
5501.0,405.0,4443.0,1075.0,1
5566.0,405.0,4424.0,1075.0,1
5787.0,806.0,4462.0,937.0,1
6017.0,806.0,4538.0,917.0,1
6554.0,961.0,4731.0,935.0,1
7077.0,806.0,5018.0,888.0,1
7356.0,1062.0,5381.0,480.0,1
7784.0,955.0,5693.0,383.0,1
8070.0,897.0,5589.0,503.0,1
8255.0,876.0,5618.0,513.0,1
8630.0,1122.0,5677.0,453.0,1
8767.0,1555.0,5717.0,-2.0,0
8755.0,1019.0,5748.0,116.0,1
8754.0,968.0,5817.0,344.0,1
8785.0,1066.0,5947.0,226.0,1
8814.0,1058.0,6014.0,208.0,1
8823.0,1191.0,6018.0,3.0,1
8895.0,1220.0,6045.0,-93.0,1
8968.0,1956.0,6164.0,-142.0,0
8964.0,2316.0,6199.0,-354.0,0
8960.0,1853.0,6239.0,-475.0,0
8953.0,1958.0,6267.0,-483.0,0
9004.0,1812.0,6248.0,-560.0,0
9113.0,1657.0,6276.0,-602.0,0
9234.0,3377.0,6322.0,-561.0,0
9258.0,2104.0,6228.0,-469.0,0
9100.0,1523.0,6222.0,-628.0,0
9084.0,1200.0,6127.0,-509.0,1
8876.0,1398.0,5877.0,-277.0,0
8617.0,918.0,5603.0,40.0,1
8338.0,842.0,5389.0,423.0,1
8238.0,868.0,5237.0,464.0,1
8301.0,881.0,5250.0,466.0,1
8295.0,878.0,5275.0,425.0,1
8012.0,918.0,5199.0,430.0,1
7649.0,1075.0,5083.0,398.0,1
7748.0,2321.0,4926.0,430.0,0
7670.0,1202.0,4757.0,640.0,1
7656.0,1287.0,4695.0,765.0,0
7532.0,1008.0,4632.0,888.0,1
7387.0,1198.0,4948.0,597.0,1
7145.0,946.0,4944.0,887.0,1
6847.0,806.0,4792.0,926.0,1
6462.0,606.0,4691.0,810.0,1
6150.0,785.0,4923.0,831.0,1
5925.0,721.0,4840.0,875.0,1
5732.0,542.0,4648.0,975.0,1
5650.0,405.0,4519.0,975.0,1
5633.0,405.0,4408.0,975.0,1
5674.0,405.0,4411.0,975.0,1
5852.0,738.0,4455.0,1096.0,1
6097.0,674.0,4547.0,1169.0,1
6649.0,1215.0,4782.0,970.0,0
7209.0,1472.0,5021.0,734.0,0
7519.0,883.0,5393.0,579.0,1
7927.0,857.0,5695.0,463.0,1
8195.0,859.0,5593.0,612.0,1
8381.0,881.0,5620.0,513.0,1
8790.0,1032.0,5680.0,463.0,1
8895.0,1317.0,5710.0,294.0,0
8912.0,1197.0,5634.0,273.0,1
8865.0,1074.0,5740.0,291.0,1
8875.0,1205.0,5765.0,182.0,1
8904.0,1091.0,5792.0,268.0,1
8929.0,1095.0,5765.0,307.0,1
9006.0,1127.0,5789.0,379.0,1
8988.0,1113.0,5838.0,277.0,1
8948.0,1109.0,5870.0,273.0,1
8964.0,1019.0,5882.0,290.0,1
8969.0,1094.0,5900.0,292.0,1
8901.0,869.0,5842.0,377.0,1
8935.0,997.0,5861.0,405.0,1
8932.0,1778.0,5884.0,227.0,0
8981.0,1241.0,5887.0,272.0,0
8818.0,999.0,5840.0,264.0,1
8520.0,877.0,5799.0,400.0,1
8161.0,805.0,5605.0,535.0,1
7970.0,805.0,5454.0,696.0,1
7761.0,805.0,5303.0,676.0,1
7599.0,724.0,5182.0,737.0,1
7699.0,706.0,5084.0,742.0,1
7705.0,738.0,5148.0,620.0,1
7465.0,710.0,5115.0,662.0,1
7188.0,773.0,5002.0,840.0,1
7364.0,799.0,4872.0,1076.0,1
7387.0,741.0,4721.0,919.0,1
7502.0,805.0,4640.0,1071.0,1
7485.0,805.0,4593.0,1098.0,1
7235.0,805.0,4915.0,902.0,0
7022.0,805.0,4896.0,1045.0,1
6716.0,741.0,4764.0,1010.0,1
6257.0,412.0,4641.0,1010.0,1
5899.0,551.0,4822.0,775.0,1
5660.0,609.0,4649.0,876.0,1
5443.0,805.0,4427.0,807.0,1
5364.0,805.0,4255.0,891.0,1
5303.0,468.0,4228.0,875.0,1
5289.0,535.0,4203.0,875.0,1
5348.0,605.0,4215.0,1010.0,1
5419.0,397.0,4212.0,1060.0,1
5596.0,809.0,4268.0,1147.0,1
5771.0,809.0,4277.0,1147.0,1
6027.0,809.0,4408.0,1097.0,1
6412.0,809.0,4538.0,897.0,1
6762.0,809.0,4589.0,897.0,1
7137.0,890.0,4732.0,962.0,1
7462.0,944.0,4871.0,969.0,0
7611.0,1018.0,4997.0,1013.0,0
7673.0,1028.0,5059.0,897.0,0
7735.0,1068.0,5135.0,869.0,0
7742.0,1018.0,5197.0,869.0,0
7828.0,1131.0,5219.0,863.0,0
7822.0,1031.0,5220.0,826.0,0
7838.0,1052.0,5257.0,860.0,0
7848.0,1061.0,5241.0,854.0,0
7814.0,1091.0,5185.0,936.0,0
7826.0,1079.0,5132.0,966.0,0
7782.0,989.0,5055.0,1094.0,0
7817.0,979.0,4991.0,1119.0,0
7859.0,1008.0,4935.0,1069.0,0
7829.0,1008.0,4903.0,1019.0,0
7859.0,1008.0,4921.0,989.0,0
7713.0,974.0,4937.0,969.0,0
7720.0,1149.0,4989.0,989.0,0
7682.0,1008.0,4945.0,1019.0,0
7618.0,905.0,4916.0,1105.0,0
7456.0,873.0,4814.0,1097.0,1
7345.0,809.0,4750.0,1097.0,1
7444.0,841.0,4738.0,1139.0,1
7471.0,857.0,4744.0,1097.0,1
7334.0,939.0,4662.0,1019.0,0
7099.0,905.0,4589.0,1055.0,0
7204.0,1008.0,4453.0,1069.0,0
7093.0,874.0,4374.0,1097.0,1
7064.0,890.0,4352.0,1097.0,1
6829.0,857.0,4353.0,1097.0,1
6636.0,809.0,4601.0,1097.0,1
6348.0,809.0,4578.0,1047.0,1
6157.0,809.0,4431.0,1097.0,1
5942.0,809.0,4314.0,1092.0,1
5582.0,742.0,4539.0,955.0,1
5447.0,741.0,4410.0,860.0,1
5306.0,401.0,4247.0,960.0,1
5185.0,400.0,4108.0,1060.0,1
5181.0,399.0,4026.0,1075.0,1
5187.0,398.0,3949.0,1075.0,1
5155.0,396.0,3949.0,1075.0,1
5209.0,395.0,3881.0,1075.0,1
5324.0,395.0,3876.0,1075.0,1
5386.0,395.0,3836.0,1075.0,1
5476.0,533.0,3867.0,1082.0,1
5701.0,534.0,3950.0,1133.0,1
5991.0,467.0,3944.0,1075.0,1
6262.0,741.0,3996.0,1097.0,1
6603.0,810.0,4085.0,1197.0,1
6829.0,810.0,4138.0,1197.0,1
